202122801023,0,0,0,0,0,1,19,79,37,5,242,90,1,0,3,1,252,76,5,0,0,0
202122801024,0,0,0,0,0,1,5,73,5,4,130,91,0,0,0,0,173,72,0,0,0,0
202122801025,0,0,0,0,0,2,8,64,3,6,229,87,2,1,0,3,175,55,4,2,7,0
202122801026,0,0,0,0,0,0,8,108,24,3,156,140,0,0,0,0,97,133,2,0,0,0
202122801027,0,0,0,0,0,0,20,76,3,10,290,63,0,0,0,0,384,39,2,0,0,0
202122801028,0,0,0,0,0,1,2,171,20,1,189,52,0,0,0,0,102,112,5,0,0,0
202122801029,0,0,0,0,0,1,1,45,41,5,201,84,0,0,2,1,187,134,8,0,0,0
202122801030,0,0,0,0,0,0,2,35,7,8,201,30,0,0,0,0,205,31,0,0,0,0
202122801031,0,0,0,0,0,1,14,117,7,10,122,167,0,0,0,1,129,194,2,0,0,0
202122801032,0,0,0,0,0,0,5,17,2,8,125,32,3,0,0,3,106,26,2,0,0,0
202122801033,0,0,0,0,0,0,1,14,18,6,121,9,0,1,3,2,118,19,4,0,0,0
202122801034,0,0,0,0,0,0,4,20,7,3,53,9,0,0,0,1,40,6,0,0,0,0
202122801035,0,0,0,0,0,2,25,78,0,1,259,40,0,1,0,3,260,29,2,0,0,0
202122801036,0,0,0,0,0,1,29,101,9,3,238,41,0,0,0,2,181,42,5,1,0,0
202122801037,0,0,0,0,0,1,5,47,12,5,121,36,0,1,1,4,134,29,4,0,0,0
202122801038,0,0,0,0,0,0,6,84,1,8,244,31,0,0,0,0,222,16,1,0,0,0
202122801039,0,0,0,0,0,138,312,12,2,11,318,15,2,0,0,1,18,3,1,0,0,0
202122801040,0,0,0,0,0,3,76,196,7,2,342,53,0,0,0,9,169,50,10,0,0,0
202122801041,0,0,0,0,0,0,7,45,3,3,277,54,0,0,0,0,227,49,0,0,0,0
202122801042,0,0,0,0,0,0,9,164,10,5,302,41,0,0,1,0,277,8,1,0,0,0
202122801043,0,0,0,0,0,5,146,7,0,8,216,15,0,0,1,15,128,8,1,0,0,0
202122801044,0,0,0,0,0,1,9,236,15,8,190,45,0,0,0,3,85,143,0,0,0,0
202122801045,0,0,0,0,0,0,58,242,24,5,252,61,2,0,0,10,274,19,0,0,0,0
202122801046,0,0,0,0,0,0,27,87,7,1,281,115,0,1,0,0,314,80,1,0,0,0
202122801047,0,0,0,0,0,2,1,67,45,7,219,58,1,0,0,0,261,46,0,0,0,0
202122801048,0,0,0,0,0,4,97,105,11,23,173,64,3,0,1,17,148,74,23,0,0,0
202122801049,0,0,0,0,0,0,27,2,0,1,330,26,0,0,2,4,71,17,0,0,0,0
202122801050,0,0,0,0,0,1,8,49,21,0,206,53,1,0,0,0,203,29,3,0,0,0
202122801051,0,0,0,0,0,2,19,81,5,5,236,101,0,0,0,9,131,39,5,0,0,0
202122801052,0,0,0,0,0,0,4,34,1,9,173,187,0,0,0,7,149,214,3,1,0,0
202122801053,0,0,0,0,0,0,9,229,4,1,284,25,0,0,0,0,249,34,1,0,0,0
202122801054,0,0,0,0,0,1,28,159,16,14,264,32,0,0,0,9,257,41,3,0,0,0
202122801055,0,0,0,0,0,0,10,239,11,3,264,36,0,0,0,0,241,48,0,0,0,0
202122801056,0,0,0,0,0,2,17,114,15,2,261,66,0,1,0,0,212,48,1,0,0,0
202122802001,0,0,0,0,0,0,0,5,0,31,95,37,0,0,0,3,39,3,0,0,0,0
202122802002,0,0,0,0,0,0,3,92,43,4,140,59,1,0,0,6,161,12,7,0,1,0
202122802003,0,0,0,0,0,3,39,193,15,2,243,54,0,0,0,1,199,81,12,1,3,3
202122802004,0,0,0,0,0,0,1,126,90,7,198,97,0,0,1,11,243,20,2,0,0,0
202122802005,0,0,0,0,0,0,24,53,9,12,229,26,0,0,0,2,92,33,8,24,9,1
202122802006,0,0,0,0,0,1,27,85,19,3,231,49,0,0,0,5,81,45,14,2,0,0
202122802007,0,0,0,0,0,0,2,2,1,12,91,104,2,0,0,2,48,11,0,0,0,0
202122802008,0,0,0,0,0,0,9,120,2,1,156,30,0,0,0,2,160,27,3,2,0,0
202122802009,0,0,0,0,0,0,2,88,58,2,171,70,0,0,0,7,221,8,3,0,0,1
202122802010,0,0,0,0,0,3,1,3,3,15,116,31,2,0,0,5,65,33,13,11,0,0
202122802011,0,0,0,0,0,0,1,21,7,0,76,90,1,0,0,7,157,36,0,0,0,0
202122802012,0,0,0,0,0,2,2,16,3,9,257,41,2,0,0,0,42,241,63,8,3,2
202122802013,0,0,0,0,0,0,31,32,0,16,141,43,0,0,0,7,90,51,20,0,0,0
202122802014,0,0,0,0,0,0,25,70,0,12,234,9,0,0,0,4,126,117,17,5,0,0
202122802015,0,0,0,0,0,0,16,51,1,10,133,44,2,0,0,2,152,57,4,4,0,0
202122802016,0,0,0,0,0,0,73,25,10,7,90,136,0,0,0,3,79,163,18,0,0,0
202122802017,0,0,0,0,0,15,22,11,5,9,49,70,6,1,2,8,71,110,29,0,0,0
202122802018,0,0,0,0,0,0,39,179,87,2,225,73,0,0,0,1,22,375,31,0,0,0
202122802019,0,0,0,0,0,0,3,50,42,36,127,146,9,1,0,15,105,209,51,5,0,0
202122802020,0,0,0,0,0,0,14,192,44,9,279,70,3,1,0,3,331,47,6,5,17,1
202122802021,0,0,0,0,0,0,7,14,0,42,150,52,0,0,0,0,192,70,0,1,7,3
202122802022,0,0,0,0,0,0,14,164,20,15,244,49,0,0,0,4,189,52,10,1,0,0
202122802023,0,0,0,0,0,0,4,144,53,3,151,133,7,0,0,9,227,24,3,2,0,0
202122802024,0,0,0,0,0,0,7,14,32,3,115,93,2,1,0,3,106,180,13,0,0,0
202122802025,0,0,0,0,0,0,6,47,13,13,103,48,3,0,0,15,113,31,3,2,13,7
202122802026,0,0,0,0,0,0,9,38,2,4,136,50,4,0,0,7,156,29,3,0,0,0
202122802027,0,0,0,0,0,4,66,59,4,5,203,60,0,0,0,9,196,15,4,1,1,2
202122802028,0,0,0,0,0,0,35,150,1,4,224,73,0,0,0,1,223,21,5,2,0,0
202122802029,0,0,0,0,0,0,7,127,2,1,129,25,0,0,0,0,165,6,2,0,0,0
202122802030,0,0,0,0,0,0,5,2,2,71,242,65,1,0,0,72,323,22,3,4,1,0
202122802031,0,0,0,0,0,0,14,210,38,10,266,53,0,1,0,9,199,63,19,0,0,0
202122802032,0,0,0,0,0,2,23,205,23,4,299,50,1,0,0,5,169,47,11,1,0,0
202122802033,0,1,0,0,0,0,62,167,29,12,245,71,0,0,0,22,255,19,1,0,2,0
202122802034,0,0,1,0,0,10,75,188,68,18,123,123,23,4,2,16,169,95,25,5,2,0
202122802035,0,0,0,0,0,0,89,170,31,3,202,59,0,0,0,5,218,10,0,0,3,0
202122802036,0,0,0,0,0,0,2,55,15,2,79,31,0,0,0,0,88,31,2,0,0,0
202122802037,0,0,0,0,0,0,26,159,33,6,207,51,0,0,1,5,169,49,17,2,0,0
202122802038,0,0,0,0,0,0,5,149,34,10,148,87,1,0,0,1,211,52,6,2,0,0
202122802039,0,0,0,0,0,1,14,182,34,5,186,62,0,0,0,0,227,34,2,0,0,0
202122802040,0,1,0,0,0,0,77,201,39,12,280,70,3,0,0,24,310,27,1,0,5,0
202122802041,0,0,0,0,0,0,6,46,17,37,131,14,1,0,1,11,141,27,6,2,1,0
202122802042,0,0,0,0,0,4,22,47,75,42,94,101,17,2,0,9,54,111,58,16,1,4
202122802043,0,0,0,0,0,0,47,86,7,10,211,56,1,0,0,21,163,30,2,1,0,0
202122802044,0,0,0,0,0,3,11,26,21,21,129,105,27,1,0,7,73,144,52,11,33,22
202122802045,0,0,0,0,0,0,4,40,5,6,115,103,66,1,0,6,49,133,43,3,0,3
202122802046,0,0,0,0,0,0,7,28,19,13,83,59,75,2,0,3,92,104,41,2,5,8
202122802047,0,0,0,0,0,0,10,61,72,5,84,114,8,0,0,0,87,58,7,2,0,0
202122802048,0,0,0,0,0,0,1,7,5,18,51,39,0,0,0,0,25,30,1,1,0,0
202122802049,0,0,0,0,0,4,25,63,55,29,111,83,7,0,0,4,93,112,10,0,1,0
202122802050,0,0,0,0,0,3,41,78,19,22,163,41,7,0,0,5,37,54,11,2,0,0
202122802051,0,0,0,0,0,0,24,88,43,22,92,61,5,0,0,18,218,59,0,0,0,0
202122802052,0,0,0,0,0,0,30,93,34,31,66,82,9,1,8,40,74,46,11,3,1,0
202122802053,0,0,0,0,0,2,17,97,77,41,119,138,17,0,0,16,173,107,5,1,1,0
202122802054,0,0,0,0,0,0,17,50,25,56,155,40,0,0,0,4,156,8,1,0,1,1
202122802055,0,0,0,0,0,0,46,109,44,7,142,67,3,0,1,2,157,43,11,0,2,0
202122802056,0,0,0,0,0,0,14,62,39,38,106,103,4,0,0,12,213,62,1,0,0,0
202122802057,0,0,0,0,0,0,5,20,3,5,31,68,3,0,0,36,243,71,1,0,0,0
202122802058,0,0,0,0,0,2,50,140,51,7,122,95,5,0,1,3,143,54,9,2,2,0
202122802059,0,0,0,0,0,0,26,189,46,5,139,105,0,0,0,2,182,59,10,0,1,0
202132803001,0,0,0,0,0,0,8,15,2,4,6,16,2,0,0,1,19,10,2,0,0,0
202132803002,0,0,0,0,0,2,2,111,20,1,89,98,1,0,0,2,118,59,15,1,0,0
202132803003,0,0,0,0,0,0,9,4,0,0,5,3,0,0,0,0,2,2,0,0,0,0
202132803004,0,0,0,0,0,4,108,202,3,0,138,113,2,0,2,7,165,57,2,0,0,1
202132803005,0,0,0,0,0,7,101,102,0,14,153,77,1,0,0,2,137,65,4,2,1,0
202132803006,0,0,1,0,0,3,162,168,21,5,180,119,1,0,2,18,265,26,2,0,2,1
202132803007,0,0,0,0,0,0,13,70,12,0,90,10,0,0,0,1,53,35,11,4,6,3
202132803008,0,0,0,0,0,0,23,199,60,5,75,100,0,0,0,0,57,73,2,1,3,0
202132803009,0,1,0,0,0,0,14,22,13,5,56,29,14,0,0,0,50,54,16,1,0,0
202132803010,0,0,0,0,0,0,5,20,6,10,202,33,0,0,0,0,142,71,10,3,4,1
202132803011,0,0,0,0,0,1,43,169,43,9,224,32,0,0,0,0,151,75,28,11,1,0
202132803012,0,0,0,0,0,0,50,125,7,3,151,19,0,0,0,2,135,44,0,0,0,0
202132803013,0,0,0,0,0,0,0,9,8,23,141,133,1,0,0,3,190,141,16,0,1,0
202132803014,0,0,0,0,0,0,66,232,6,2,322,37,1,0,2,10,219,19,1,1,0,0
202132803015,0,0,0,0,0,0,0,72,22,12,166,72,0,0,0,2,166,75,20,0,0,0
202132803016,0,0,0,0,0,0,3,23,10,6,70,166,18,2,0,2,93,168,34,0,1,0
202132803017,0,0,0,0,0,2,7,96,22,1,75,104,0,0,0,0,98,77,6,1,3,0
202132803018,0,0,0,0,0,0,3,19,26,47,81,79,8,0,5,7,120,83,34,11,9,2
202132803019,0,0,0,0,0,13,139,112,29,23,170,53,0,0,2,66,163,18,2,0,0,0
202132803020,0,0,0,0,0,0,23,204,16,5,228,44,3,0,1,10,167,66,10,0,1,0
202132803021,0,0,0,0,0,0,17,111,80,3,112,129,5,0,0,1,108,86,4,2,2,0
202132803022,0,0,0,0,0,6,45,301,15,12,331,52,2,2,1,21,211,66,20,0,1,0
202132803023,0,0,0,0,0,0,9,2,0,5,8,11,0,0,0,1,12,4,1,0,0,0
202132803024,0,0,0,0,0,2,0,0,0,147,69,28,7,0,0,145,162,49,29,0,0,0
202132803025,0,0,0,0,0,0,12,6,0,0,13,12,0,0,0,0,15,11,1,0,0,0
202132803027,0,0,0,0,0,9,44,54,17,15,235,60,0,0,0,11,271,14,0,0,0,0
202132803028,0,0,0,0,0,0,11,77,49,18,84,31,2,1,2,24,74,27,5,0,1,0
202132803029,0,0,0,0,0,0,0,14,4,17,188,34,2,0,0,9,104,56,7,0,0,0
202132803030,0,0,0,0,0,7,104,124,25,8,138,132,5,0,0,2,154,110,3,1,0,0
202132803031,0,0,0,0,0,0,9,42,4,4,138,61,4,0,0,4,116,41,7,1,0,0
202132803032,0,0,0,0,0,0,25,159,5,2,285,52,1,0,0,0,235,22,0,0,0,0
202132803033,0,0,0,0,0,0,2,29,7,14,81,8,0,0,0,5,77,24,1,3,0,0
202132803034,0,0,0,0,0,1,17,52,160,3,168,79,2,0,0,2,174,62,2,1,2,0
202132803035,0,0,0,0,0,0,10,1,0,3,9,13,0,0,0,0,17,11,1,0,1,0
202132803036,0,0,0,0,0,1,35,150,27,4,168,112,2,0,5,12,177,45,1,4,11,1
202132803037,0,0,0,0,0,2,2,23,3,5,153,60,0,0,0,3,165,22,0,0,0,0
202132803038,0,0,0,0,0,0,9,74,22,18,258,28,0,2,1,4,207,53,33,14,11,3
202132803039,0,0,0,0,0,0,15,100,14,9,217,53,1,0,0,0,168,55,20,12,0,0
202132803040,0,0,0,0,0,0,19,41,28,5,173,30,3,0,0,8,76,57,30,0,0,0
202132803041,0,0,0,0,0,0,0,11,6,53,206,9,0,0,0,2,215,7,0,0,0,0
202132803042,0,0,0,0,0,0,10,7,2,0,8,13,0,0,0,0,15,4,1,0,0,0
202132803043,0,0,0,0,0,0,5,38,26,1,51,53,1,0,0,1,41,56,1,0,1,0
202132803044,0,0,0,0,0,16,151,130,11,23,222,95,1,0,0,8,174,28,9,4,4,1
202132803045,0,0,0,0,0,1,3,33,29,0,113,65,0,0,0,0,117,113,0,0,0,0
202132803046,0,0,0,0,0,1,7,33,18,1,191,139,1,0,0,0,199,170,3,0,0,0
202132803047,0,0,0,0,0,0,8,80,54,8,190,61,2,0,0,4,122,113,23,1,0,0
202132803048,0,0,0,0,0,1,24,241,6,9,200,36,0,0,0,16,173,26,4,1,2,1
202132803049,0,0,0,0,0,0,14,10,4,0,20,10,0,0,0,0,19,14,0,1,2,1
202132803050,0,0,0,0,0,1,4,28,26,3,252,93,0,0,0,0,253,104,0,0,0,0
202132803051,0,0,0,0,0,0,16,107,8,9,294,40,0,0,0,22,293,66,0,1,5,1
202132803052,0,0,0,0,0,0,0,7,0,3,7,9,0,0,0,0,13,6,0,0,0,0
202132803053,0,0,0,0,0,0,11,162,47,16,232,81,3,0,0,1,264,82,6,5,2,1
202132803054,0,0,0,0,0,0,1,53,23,30,201,69,2,0,0,5,212,109,9,2,0,0
202132803055,0,0,0,0,0,0,6,59,15,7,85,60,4,1,1,6,103,54,14,3,6,1
202132803056,0,0,0,0,0,0,7,159,27,4,137,29,1,0,0,1,140,39,7,2,0,0
202132803057,0,0,0,0,0,0,0,3,0,26,173,36,7,0,0,3,164,47,10,0,0,0
202132803058,0,0,0,0,0,0,0,12,17,41,207,57,3,0,0,8,123,125,27,3,5,0
202132803059,0,0,0,0,0,0,4,10,12,0,82,120,0,0,1,0,86,121,1,0,0,0
202132803060,0,0,0,0,0,9,119,153,1,6,203,66,4,0,0,9,170,47,4,0,0,0
202132803061,0,0,0,0,0,2,57,182,12,24,215,34,1,1,0,20,216,50,4,2,0,0
202132803062,0,0,0,0,0,0,32,234,60,14,217,47,1,0,0,14,218,42,2,1,0,2
202132803063,0,0,0,0,0,1,3,29,16,19,149,42,3,0,0,3,109,47,17,3,1,0
202132803064,0,0,0,0,0,0,1,4,0,3,3,6,0,0,0,0,11,5,0,0,0,0
202132803065,0,0,0,0,0,0,0,187,3,0,243,55,0,0,0,0,247,26,0,0,0,0
202132803066,0,0,0,0,1,1,21,213,33,16,235,44,1,0,0,2,66,63,14,6,10,2
202132803067,0,0,0,0,0,0,8,78,19,2,125,33,0,0,0,2,62,47,19,6,4,0
202132803068,0,0,0,0,0,0,10,150,21,13,135,101,4,0,0,3,183,37,7,1,1,0
202132803070,0,0,0,0,0,0,5,31,30,12,61,12,0,0,1,3,44,24,6,6,0,0
202132803071,0,0,0,0,0,0,16,274,80,13,234,48,1,0,0,10,246,43,1,0,2,0
202132803072,0,0,0,0,0,4,21,132,90,10,209,118,5,0,0,0,187,95,2,1,0,0
202132803073,0,0,0,0,0,1,11,135,41,0,291,99,0,1,1,7,278,78,10,0,0,0
202132803074,0,0,0,0,0,0,1,13,6,54,195,40,0,0,0,4,183,78,14,10,7,3
202132803075,0,1,0,0,0,1,5,95,21,1,313,83,0,0,1,1,300,136,2,0,0,0
202132803076,0,1,0,0,3,230,90,11,0,70,140,28,0,0,0,31,95,2,0,0,0,0
202132803077,0,0,0,0,0,9,27,125,14,4,233,59,0,0,0,6,258,25,9,0,0,0
202132803078,0,0,0,0,0,0,7,10,1,5,7,12,0,0,0,0,6,2,0,0,0,0
202132803079,0,0,0,0,0,0,9,96,10,11,149,61,3,0,0,0,79,53,26,2,0,0
202132803081,0,0,0,0,0,2,14,97,30,19,186,35,0,0,2,14,148,115,5,0,0,0
202132803082,1,0,0,0,0,7,179,75,4,68,146,22,0,0,0,63,151,21,1,0,0,0
202132803083,0,0,0,0,0,0,3,14,4,1,340,104,2,0,1,2,229,113,3,0,0,0
202132803084,0,0,0,0,0,0,3,2,0,2,2,2,0,0,0,0,6,1,0,0,0,0
202132803085,0,0,0,0,0,0,0,3,0,0,3,17,0,0,0,0,7,24,2,0,0,0
202132803086,0,0,0,0,0,0,15,303,18,10,262,82,4,1,0,9,219,45,6,6,5,3
202132803087,0,0,0,0,0,1,26,105,3,14,273,101,0,0,0,3,239,118,16,2,7,0
202132803088,0,0,0,0,0,1,25,150,1,6,203,36,2,0,0,0,138,16,0,1,1,1
202132803089,0,0,0,0,0,5,21,86,2,3,196,52,3,0,0,6,124,32,6,0,0,0
202132803090,0,0,0,0,0,1,15,68,16,6,176,16,0,0,0,7,228,6,0,0,0,0
202132803091,0,0,0,0,0,1,2,91,54,1,138,80,1,1,0,0,126,63,10,2,0,0
202132803092,0,0,0,0,0,1,7,121,39,7,255,37,0,0,0,28,316,27,2,0,0,0
202132803093,0,0,0,0,0,3,64,127,2,0,181,34,6,0,0,1,181,26,11,7,17,5
202132803094,0,0,0,0,0,3,1,151,35,0,79,76,0,0,0,3,89,51,8,1,1,0
202132803095,0,0,0,0,0,0,0,9,14,10,34,17,6,2,0,6,35,36,2,1,0,0
202132803096,0,0,0,0,0,0,2,76,63,6,90,153,1,1,3,13,110,105,11,2,8,0
202132803097,0,0,0,0,0,0,11,89,8,27,202,82,2,0,0,9,186,99,12,15,0,0
202132803098,0,0,0,0,0,0,19,178,7,7,233,42,1,2,3,8,238,42,0,0,0,0
202132803099,0,0,0,0,0,1,3,15,10,29,140,37,1,1,0,0,78,92,57,8,6,0
202132803101,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,4,2,0,0,0,0
202132803102,0,0,0,0,0,3,0,18,10,21,59,49,5,0,0,0,64,53,36,10,4,1
202132803103,0,0,0,0,0,0,14,22,2,0,4,17,0,0,0,0,14,14,3,0,0,0
202132803104,0,0,0,0,0,0,0,13,17,41,140,50,0,0,1,1,17,75,43,14,2,0
202132803105,0,0,0,0,0,0,2,109,83,1,172,56,3,0,2,3,138,54,4,2,4,0
202132803106,0,0,0,0,0,0,0,24,20,31,90,35,1,0,1,1,76,77,18,12,9,1
202132803107,0,0,0,0,0,1,3,193,22,1,307,79,1,0,5,4,111,263,16,0,0,0
202132803108,0,0,0,0,0,0,13,126,158,37,138,101,4,0,0,1,133,59,1,0,1,0
202132803109,0,0,0,0,0,0,23,103,1,0,248,44,0,0,0,24,230,35,4,0,0,0
202132803110,0,0,0,0,0,0,20,29,1,0,18,3,0,0,0,0,14,5,0,0,0,0
202132803111,0,0,0,0,0,4,13,193,78,14,95,187,4,0,1,3,18,29,9,6,14,0
202132803112,0,0,0,0,0,3,4,129,81,9,78,185,11,0,7,13,81,86,17,8,10,0
202132803113,0,0,0,0,0,0,6,212,49,13,219,72,1,0,0,6,215,75,12,11,5,0
202132803114,0,0,0,1,0,0,20,82,14,25,216,30,0,0,1,7,159,31,1,0,0,0
202132803115,0,0,0,0,0,0,24,214,17,2,145,70,3,1,3,5,162,32,2,0,0,0
202132803116,0,0,0,0,0,0,6,56,20,3,67,35,4,0,0,1,3,0,1,0,0,0
202132803117,0,0,0,0,0,0,18,12,0,0,18,7,1,0,0,1,13,4,2,0,0,0
202132803118,0,0,0,0,0,0,5,140,101,0,95,169,12,0,1,10,177,49,5,1,0,0
202132803119,0,0,0,0,0,1,3,55,21,4,117,17,1,0,0,5,134,13,0,0,0,0
202132803120,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,7,2,0,0,0,0
202132803121,0,0,0,0,0,0,4,11,2,4,206,34,0,1,4,3,171,11,1,0,0,0
202132803122,0,0,0,0,0,0,5,31,30,5,267,114,0,0,3,10,245,107,15,0,0,0
202132803123,0,0,0,0,0,0,11,14,3,0,10,13,0,0,0,0,7,14,1,0,0,0
202132803124,0,0,0,0,0,0,1,35,41,18,87,73,3,1,0,1,51,67,15,5,0,0
202132803125,0,0,0,0,0,0,4,27,13,25,248,44,0,0,0,3,262,52,3,0,0,0
202132803126,0,0,0,0,0,0,1,23,33,24,53,32,10,4,0,6,40,46,19,9,1,0
202132803127,0,0,0,0,0,1,12,39,0,23,182,42,0,0,1,6,169,19,0,0,0,0
202132803128,0,0,0,0,0,0,9,37,12,78,164,24,0,0,2,29,177,57,5,2,2,0
202132803129,0,0,0,0,0,0,8,112,54,14,169,93,2,0,0,0,197,78,13,6,2,0
202132803130,0,0,0,0,0,0,1,126,82,9,81,95,1,0,2,0,127,109,8,0,1,0
202132803131,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,7,3,0,0,0,0
202132803132,0,0,0,0,0,2,13,125,81,3,181,55,0,3,0,1,209,24,0,0,0,0
202132803133,0,0,0,0,0,0,7,60,29,5,224,45,1,0,0,3,146,50,8,0,0,0
202132803134,0,0,0,0,0,0,8,47,8,4,283,81,0,0,0,0,305,26,1,0,0,0
202132803135,0,0,0,0,0,4,6,42,19,9,208,42,0,0,1,2,162,51,7,0,0,0
202132803136,0,0,0,0,0,0,5,25,6,3,185,84,3,0,1,1,190,56,5,1,0,0
202132803137,0,0,0,0,0,0,7,25,1,2,256,71,0,0,0,0,255,67,1,0,0,0
202132803138,0,0,0,0,0,2,20,138,44,4,211,80,2,0,0,1,230,61,10,3,3,0
202132803139,0,0,0,0,0,6,15,145,43,10,177,41,0,0,0,16,150,51,9,1,0,0
202132803140,0,0,0,0,0,0,3,1,1,41,266,28,1,0,0,11,249,26,0,0,0,0
202132803141,0,0,0,0,0,1,3,34,27,9,157,93,4,0,1,1,191,59,7,3,0,0
202132803142,0,0,0,0,0,0,3,68,3,4,244,33,3,0,4,3,214,16,1,0,0,0
202132803143,0,0,0,0,0,0,5,121,34,4,213,123,4,0,0,1,276,62,7,6,4,1
202132803144,0,0,0,0,0,1,2,8,1,4,8,6,0,0,0,0,12,9,2,0,1,0
202132803145,0,0,0,0,0,0,22,51,11,9,296,101,2,1,1,25,273,65,6,8,3,0
202132803146,0,0,0,0,0,1,11,64,21,16,120,174,3,0,0,2,117,194,5,1,0,0
202132803147,0,0,0,0,0,0,19,163,44,16,267,43,5,0,1,17,282,57,4,0,0,0
202132803148,0,0,0,0,0,0,22,259,37,14,166,136,1,0,0,3,228,158,9,2,5,0
202132803149,0,0,0,0,0,0,4,63,49,19,178,92,10,0,1,5,183,150,15,15,16,7
202132803150,0,0,0,0,0,0,38,123,42,7,315,73,0,2,0,17,217,86,13,0,0,0
202132803151,0,0,0,0,0,0,2,23,6,15,195,65,3,0,0,2,143,92,29,10,13,0
202132803152,0,0,0,0,0,0,11,84,18,4,255,39,0,1,1,0,225,15,0,0,0,0
202132803153,0,0,0,0,0,4,62,179,32,1,73,172,16,0,0,0,90,171,8,0,0,0
202132803154,0,0,0,0,0,5,105,158,12,2,245,83,0,0,0,6,307,27,0,0,0,0
202132803155,0,0,0,0,0,0,4,65,12,2,149,35,0,0,0,2,137,32,1,0,0,0
202132803156,0,0,0,0,0,0,3,144,98,6,218,71,1,0,2,1,292,52,3,0,0,1
202132803157,0,0,0,0,0,0,4,38,6,10,219,28,10,1,1,2,244,45,2,4,25,1
202132803158,0,0,0,0,0,3,93,240,30,3,265,61,0,0,0,10,344,17,2,0,0,0
202132803159,0,0,0,0,0,0,2,24,16,8,78,52,3,2,2,2,87,69,10,4,7,0
202132803161,0,0,0,0,0,0,8,59,25,10,213,64,1,0,1,2,138,123,9,3,0,0
